product_name,brand,category,usage_frequency,price_usd,rating,number_of_reviews,product_size,skin_type,gender_target,packaging_type,main_ingredient,cruelty_free,country_of_origin,kategori_harga,rating_score,price_score,review_score,dss_score
perfect lipstick,charlotte tilbury,lipstick,occasional,18.69,4.8,2932,150ml,combination,male,jar,salicylic acid,False,france,murah,0.96,0.9379241374383884,0.28950542822677927,0.8192783268768724
super eye shadow,natasha denona,eyeshadow,daily,62.76,3.1,2917,100ml,dry,female,compact,aloe vera,False,usa,sedang,0.62,0.6231159368526324,0.2879975874547648,0.5545342985467426
super cleanser,yves saint laurent,cleanser,monthly,80.0,1.4,2626,200ml,dry,unisex,spray,glycerin,False,australia,sedang,0.27999999999999997,0.49996428316308306,0.258745476477684,0.3417383802444617
perfect exfoliator,perricone md,exfoliator,occasional,88.76,2.5,5185,200ml,normal,unisex,jar,glycerin,True,usa,sedang,0.5,0.4373883848846346,0.5159831121833535,0.4844131379020611
perfect bb cream,tarte,bb cream,monthly,63.4,3.0,4438,250ml,normal,female,tube,salicylic acid,True,south korea,sedang,0.6,0.6185441817272663,0.4408926417370326,0.5737417828655864
super exfoliator,glossier,exfoliator,monthly,42.98,1.4,7369,150ml,dry,female,tube,glycerin,False,australia,murah,0.27999999999999997,0.7644117436959783,0.735524728588661,0.5164284688265257
magic eye shadow,rms beauty,eyeshadow,occasional,66.43,2.6,6642,100ml,dry,female,compact,salicylic acid,True,france,sedang,0.52,0.5968997785556112,0.6624447125050261,0.5715588760676886
magic cc cream,nars,cc cream,daily,71.37,3.3,6288,50ml,combination,unisex,bottle,shea butter,True,italy,sedang,0.6599999999999999,0.5616115436816915,0.6268596702854845,0.6238553971616043
divine setting spray,fenty beauty,setting spray,occasional,11.33,2.7,9706,30ml,normal,male,spray,hyaluronic acid,True,australia,murah,0.54,0.9904993213800986,0.9704463208685162,0.7612390605877328
super powder,natasha denona,powder,daily,28.37,4.3,9631,250ml,normal,unisex,tube,shea butter,True,japan,murah,0.86,0.8687763411672262,0.9629071170084439,0.8832143257518567
ultra eyeliner,yves saint laurent,eyeliner,monthly,118.05,3.2,8981,250ml,sensitive,female,tube,aloe vera,True,south korea,mahal,0.64,0.22815915422530186,0.89756735022115,0.5679612163118206
ultra lip gloss,rms beauty,lip gloss,weekly,55.34,4.4,9565,30ml,dry,male,bottle,salicylic acid,True,south korea,sedang,0.8800000000000001,0.6761197228373454,0.9562726176115802,0.8340904403735198
super cleanser,fenty beauty,cleanser,occasional,108.99,4.7,4606,50ml,dry,unisex,stick,aloe vera,False,usa,mahal,0.9400000000000001,0.2928780627187657,0.4577804583835947,0.6494195104923487
magic cc cream,drunk elephant,cc cream,weekly,43.76,1.7,9655,150ml,oily,male,bottle,hyaluronic acid,True,uk,murah,0.33999999999999997,0.7588399171369384,0.965319662243667,0.590715907589815
ultra exfoliator,pat mcgrath labs,exfoliator,daily,87.39,3.1,5378,250ml,oily,unisex,jar,vitamin c,True,australia,sedang,0.62,0.4471747981998715,0.535383996783273,0.551229238816616
super face mask,patrick ta,face mask,weekly,32.09,1.1,1280,200ml,combination,unisex,stick,hyaluronic acid,False,uk,murah,0.22000000000000003,0.8422030145010357,0.12344189786891838,0.3873492839240944
super primer,yves saint laurent,primer,occasional,11.34,1.1,1368,150ml,oily,female,spray,hyaluronic acid,True,uk,murah,0.22000000000000003,0.9904278877062648,0.13228789706473662,0.4335859457248268
perfect face oil,nars,face oil,monthly,13.38,4.8,3560,150ml,sensitive,unisex,spray,salicylic acid,True,germany,murah,0.96,0.9758554182441603,0.3526336952151186,0.8432833645162718
super bb cream,urban decay,bb cream,monthly,96.18,4.1,1685,30ml,sensitive,female,spray,salicylic acid,False,australia,sedang,0.82,0.3843845988999214,0.1641535987133092,0.5581460994126382
ultra contour,fenty beauty,contour,daily,24.69,1.3,9514,100ml,combination,female,spray,salicylic acid,False,uk,murah,0.26,0.8950639331380813,0.951145958986731,0.5887483717387706
super moisturizer,tatcha,moisturizer,daily,75.08,4.8,9028,30ml,dry,male,jar,shea butter,False,usa,sedang,0.96,0.5351096506893349,0.902291917973462,0.8209912788014928
ultra setting spray,tarte,setting spray,occasional,81.56,4.1,135,150ml,normal,female,stick,shea butter,False,uk,sedang,0.82,0.4888206300450032,0.008343385605146763,0.5583148661345303
ultra mascara,nars,mascara,occasional,104.31,2.6,1628,50ml,normal,unisex,jar,glycerin,True,italy,mahal,0.52,0.3263090220730053,0.1584238037796542,0.38957746737783244
ultra lip liner,it cosmetics,lipstick,monthly,55.07,3.8,1723,100ml,dry,unisex,stick,retinol,True,usa,sedang,0.76,0.6780484320308593,0.16797346200241253,0.6170092220097403
magic cc cream,make up for ever,cc cream,daily,51.31,2.7,9307,30ml,sensitive,male,tube,shea butter,True,australia,sedang,0.54,0.7049074933923851,0.9303377563329313,0.6675397992843017
super concealer,perricone md,concealer,occasional,78.95,1.9,3845,200ml,combination,female,spray,retinol,True,germany,sedang,0.38,0.5074648189156368,0.38128266988339365,0.41849597965136975
magic cc cream,tatcha,cc cream,monthly,97.61,2.4,2992,200ml,combination,male,spray,hyaluronic acid,True,italy,sedang,0.48,0.3741695835416816,0.2955367913148372,0.4113582333254719
ultra moisturizer,morphe,moisturizer,occasional,34.16,1.6,6802,100ml,normal,female,bottle,retinol,False,japan,murah,0.32,0.8274162440174299,0.6785283474065139,0.5439305426865317
perfect exfoliator,rare beauty,exfoliator,occasional,52.54,4.7,2630,50ml,combination,female,stick,glycerin,False,germany,sedang,0.9400000000000001,0.6961211515108222,0.25914756735022115,0.730665858923291
divine bronzer,bite beauty,bronzer,monthly,24.86,4.1,5107,50ml,combination,female,jar,glycerin,False,italy,murah,0.82,0.8938495606829059,0.5081423401688782,0.7797833362386474
ultra eye shadow,morphe,eyeshadow,occasional,84.05,4.6,8262,30ml,combination,male,tube,salicylic acid,False,japan,sedang,0.9199999999999999,0.47103364526037583,0.8252915158825894,0.7663683967546306
magic cleanser,colourpop,cleanser,monthly,35.53,2.2,2940,30ml,combination,male,compact,glycerin,False,germany,murah,0.44000000000000006,0.817629830702193,0.2903096099718536,0.5233508712050287
perfect serum,hourglass,serum,occasional,73.53,4.2,4062,30ml,oily,male,tube,shea butter,False,germany,sedang,0.8400000000000001,0.546181870133581,0.4030960997185364,0.6644737809837815
ultra eyeliner,anastasia beverly hills,eyeliner,weekly,126.59,1.8,6650,150ml,oily,female,jar,glycerin,False,south korea,mahal,0.36,0.16715479677119793,0.6632488942501005,0.3627962178813795
super eye shadow,too faced,eyeshadow,monthly,67.52,1.8,8452,150ml,normal,male,bottle,vitamin c,False,italy,sedang,0.36,0.5891135081077221,0.8443908323281062,0.5256122188979379
ultra serum,tatcha,serum,daily,45.76,1.9,4203,150ml,oily,male,compact,glycerin,True,italy,murah,0.38,0.7445531823701693,0.41726980297547245,0.4968199153061452
ultra eye shadow,becca,eyeshadow,weekly,118.18,1.4,8266,200ml,normal,male,spray,hyaluronic acid,True,usa,mahal,0.27999999999999997,0.22723051646546177,0.8256936067551267,0.37330787629066386
perfect exfoliator,bourjois,exfoliator,daily,11.88,3.4,7586,100ml,normal,male,stick,shea butter,False,usa,murah,0.6799999999999999,0.9865704693192371,0.7573381584238038,0.7874387724805318
magic concealer,tatcha,concealer,weekly,136.83,1.3,5682,100ml,normal,female,bottle,shea butter,False,france,mahal,0.26,0.0940067147653404,0.5659429030960997,0.27139059504882207
perfect cleanser,bobby brown,cleanser,daily,56.47,3.0,9664,150ml,sensitive,female,compact,salicylic acid,True,italy,sedang,0.6,0.6680477176941211,0.9662243667068757,0.6936591886496115
ultra exfoliator,e.l.f.,exfoliator,daily,80.12,3.4,3032,100ml,oily,unisex,compact,salicylic acid,False,italy,sedang,0.6799999999999999,0.49910707907707696,0.2995577000402091,0.5496436637311648
perfect bb cream,bite beauty,bb cream,daily,119.95,4.6,8505,250ml,sensitive,unisex,compact,shea butter,False,south korea,mahal,0.9199999999999999,0.2145867561968713,0.849718536389224,0.6943197341369062
super bb cream,sisley,bb cream,daily,120.15,4.2,1096,50ml,dry,male,compact,vitamin c,True,germany,mahal,0.8400000000000001,0.21315808272019432,0.10494571773220748,0.5049365683624999
ultra serum,fenty beauty,serum,monthly,110.83,1.0,4939,100ml,oily,female,stick,glycerin,False,australia,mahal,0.2,0.2797342667333381,0.491254523522316,0.2821711847244647
ultra eye shadow,glossier,eyeshadow,weekly,78.57,1.5,3078,200ml,combination,unisex,spray,salicylic acid,False,australia,sedang,0.3,0.510179298521323,0.30418174507438683,0.3638901385712743
ultra lipstick,sisley,lipstick,monthly,102.16,3.4,7112,100ml,combination,male,compact,salicylic acid,True,south korea,mahal,0.6799999999999999,0.34166726194728203,0.7096903900281464,0.5844382565898139
super serum,make up for ever,serum,occasional,92.82,1.6,5002,30ml,normal,unisex,bottle,vitamin c,False,france,sedang,0.32,0.4083863133080935,0.49758745476477684,0.3820333849453834
magic eye shadow,sisley,eyeshadow,monthly,29.22,2.6,7082,150ml,normal,female,spray,shea butter,True,uk,murah,0.52,0.8627044788913494,0.7066747084841174,0.6601462853642284
magic moisturizer,too faced,moisturizer,monthly,98.64,1.0,6023,30ml,dry,male,jar,glycerin,False,uk,sedang,0.2,0.36681191513679556,0.6002211499798955,0.3300878045370178
divine foundation,ilia beauty,foundation,occasional,135.82,4.1,540,30ml,combination,male,compact,glycerin,False,south korea,mahal,0.82,0.1012215158225589,0.04905508644953759,0.4501774720366752
perfect bb cream,bourjois,bb cream,occasional,63.69,2.1,6637,250ml,dry,unisex,tube,glycerin,True,germany,sedang,0.42000000000000004,0.6164726051860847,0.6619420989143546,0.5273302013386963
divine moisturizer,it cosmetics,moisturizer,weekly,115.0,1.9,4691,250ml,combination,female,jar,shea butter,True,australia,mahal,0.38,0.2499464247446247,0.46632488942501005,0.3582489053083894
perfect bronzer,kiehl’s,bronzer,weekly,141.08,1.7,8417,30ml,dry,unisex,jar,shea butter,False,france,mahal,0.33999999999999997,0.06364740338595609,0.8408725371934057,0.357268728454468
perfect blush,kiehl’s,blush,weekly,68.26,4.3,5588,250ml,sensitive,female,spray,salicylic acid,True,italy,sedang,0.86,0.5838274162440173,0.5564937675914756,0.7164469783915003
divine face mask,farsali,face mask,monthly,93.54,5.0,5882,50ml,oily,female,spray,hyaluronic acid,False,japan,sedang,1.0,0.4032430887920566,0.5860474467229594,0.7381824159822088
divine foundation,glossier,foundation,weekly,146.35,1.5,9698,30ml,combination,male,compact,vitamin c,True,uk,mahal,0.3,0.026001857275519735,0.9696421391234419,0.3517289850073443
magic bronzer,kvd beauty,bronzer,monthly,146.73,2.0,382,150ml,oily,unisex,jar,retinol,False,italy,mahal,0.4,0.023287377669833687,0.033172496984318456,0.21362071269781382
divine face mask,laura mercier,face mask,daily,62.62,3.6,9330,50ml,combination,female,stick,vitamin c,False,australia,sedang,0.72,0.6241160082863062,0.9326497788500201,0.7337647582558959
super eyeliner,ilia beauty,eyeliner,weekly,31.72,3.6,8995,100ml,dry,unisex,bottle,shea butter,True,australia,murah,0.72,0.844846060432888,0.8989746682750301,0.7932487517848723
magic eye shadow,drunk elephant,eyeshadow,weekly,101.72,4.2,7609,150ml,dry,female,jar,aloe vera,True,italy,mahal,0.8400000000000001,0.3448103435959712,0.7596501809408926,0.67537313926697
divine lipstick,bobby brown,lipstick,occasional,78.17,1.5,9860,200ml,oily,unisex,tube,vitamin c,True,usa,sedang,0.3,0.5130366454746768,0.9859268194611982,0.5010963575346427
perfect contour,charlotte tilbury,contour,monthly,125.22,4.7,6111,30ml,sensitive,male,compact,aloe vera,False,germany,mahal,0.9400000000000001,0.17694121008643482,0.6090671491757137,0.6448957928610732
ultra foundation,glossier,foundation,daily,122.65,3.3,9177,100ml,oily,female,compact,vitamin c,True,germany,mahal,0.6599999999999999,0.19529966426173295,0.9172698029754724,0.5720438598736144
super eyeliner,glossier,eyeliner,monthly,100.28,4.0,9142,30ml,combination,female,stick,hyaluronic acid,True,usa,mahal,0.8,0.35509679262804494,0.913751507840772,0.6892793393565679
super lip gloss,charlotte tilbury,lip gloss,daily,61.92,1.1,1970,150ml,sensitive,unisex,spray,glycerin,True,italy,sedang,0.22000000000000003,0.6291163654546754,0.19280257338158424,0.3372954243127195
perfect makeup remover,ilia beauty,makeup remover,daily,144.85,3.3,9078,150ml,oily,female,compact,shea butter,True,italy,mahal,0.6599999999999999,0.0367169083505966,0.907318053880177,0.5224786832812143
perfect eye shadow,make up for ever,eyeshadow,weekly,39.73,4.8,3490,200ml,dry,male,compact,salicylic acid,False,japan,murah,0.96,0.787627687691978,0.3455971049457177,0.7854077272967369
magic lip liner,kylie cosmetics,lipstick,monthly,76.8,4.7,6460,30ml,normal,male,compact,glycerin,True,germany,sedang,0.9400000000000001,0.5228230587899136,0.6441495778045838,0.7556768331978909
perfect lipstick,milk makeup,lipstick,daily,68.81,2.2,7814,150ml,normal,male,jar,shea butter,False,uk,sedang,0.44000000000000006,0.579898564183156,0.7802573381584238,0.5500210368866316
magic highlighter,charlotte tilbury,highlighter,monthly,83.33,4.3,9907,250ml,sensitive,male,jar,hyaluronic acid,True,france,sedang,0.86,0.4761768697764126,0.9906513872135102,0.7709833383756258
ultra concealer,kylie cosmetics,concealer,weekly,35.45,2.6,7617,250ml,combination,male,stick,retinol,True,france,murah,0.52,0.8182013000928637,0.760454362685967,0.6575512625650526
super face oil,morphe,face oil,daily,76.31,4.9,2276,200ml,dry,male,bottle,retinol,True,japan,sedang,0.9800000000000001,0.526323308807772,0.22356252513067953,0.6926094976684676
divine moisturizer,tatcha,moisturizer,daily,114.12,4.8,5569,250ml,oily,male,tube,shea butter,True,south korea,mahal,0.96,0.256232588042003,0.554583835946924,0.6677865436019857
magic powder,huda beauty,powder,weekly,50.52,1.5,9211,250ml,normal,female,compact,aloe vera,True,italy,sedang,0.3,0.7105507536252589,0.9206875753920386,0.5473027411659853
magic lip liner,sisley,lipstick,weekly,48.89,3.6,452,250ml,dry,female,spray,glycerin,False,usa,murah,0.72,0.7221944424601757,0.04020908725371934,0.5847001501887965
ultra cleanser,kiehl’s,cleanser,monthly,18.09,1.8,2291,150ml,sensitive,female,spray,glycerin,False,uk,murah,0.36,0.9422101578684192,0.225070365902694,0.5076771205410646
divine moisturizer,urban decay,moisturizer,weekly,15.94,2.6,4955,250ml,combination,unisex,spray,hyaluronic acid,False,japan,murah,0.52,0.9575683977426959,0.49286288701246483,0.6458430967253017
perfect setting spray,tatcha,setting spray,monthly,96.61,1.1,292,250ml,normal,female,compact,retinol,False,south korea,sedang,0.22000000000000003,0.3813129509250661,0.024125452352231604,0.22921897574796618
magic lip liner,clinique,lipstick,occasional,63.47,3.3,8373,50ml,oily,female,jar,aloe vera,True,germany,sedang,0.6599999999999999,0.6180441460104293,0.8364495375954966,0.682703151322228
divine face mask,yves saint laurent,face mask,occasional,55.67,2.2,7257,200ml,normal,male,tube,vitamin c,True,south korea,sedang,0.44000000000000006,0.6737624116008286,0.7242661841576197,0.5669819603117725
super setting spray,rare beauty,setting spray,daily,21.6,1.9,4086,100ml,normal,unisex,stick,retinol,True,usa,murah,0.38,0.9171369383527395,0.40550864495375954,0.5462428104965737
magic cc cream,bite beauty,cc cream,monthly,64.28,4.6,8163,250ml,normal,female,stick,salicylic acid,False,italy,sedang,0.9199999999999999,0.6122580184298878,0.8153397667872939,0.8067453588864251
super lip gloss,yves saint laurent,lip gloss,weekly,46.69,2.6,1100,150ml,oily,unisex,jar,salicylic acid,True,france,murah,0.52,0.7379098507036217,0.10534780860474467,0.5024425169320355
ultra setting spray,charlotte tilbury,setting spray,occasional,37.19,4.2,1760,100ml,dry,female,stick,salicylic acid,True,south korea,murah,0.8400000000000001,0.8057718408457747,0.1716928025733816,0.6960701127684087
perfect setting spray,hourglass,setting spray,weekly,50.29,4.3,9122,30ml,sensitive,unisex,spray,retinol,False,australia,sedang,0.86,0.7121937281234374,0.9117410534780861,0.8260063291326485
ultra blush,nars,blush,daily,101.3,1.6,1956,30ml,sensitive,unisex,stick,vitamin c,False,germany,mahal,0.32,0.34781055789699267,0.19139525532770407,0.3026222184346386
ultra blush,milk makeup,blush,daily,29.74,2.0,6403,250ml,dry,male,compact,glycerin,False,usa,murah,0.4,0.8589899278519895,0.6384197828709288,0.5853809349297826
magic powder,anastasia beverly hills,powder,occasional,92.09,4.2,1949,50ml,combination,unisex,spray,hyaluronic acid,True,germany,sedang,0.8400000000000001,0.41360097149796415,0.19069159630076396,0.5822186107095421
perfect lipstick,anastasia beverly hills,lipstick,weekly,56.84,2.2,3581,150ml,oily,female,compact,aloe vera,True,uk,sedang,0.44000000000000006,0.6654046717622688,0.35474467229593887,0.4905703359878684
magic cc cream,yves saint laurent,cc cream,monthly,116.35,3.0,1317,100ml,normal,female,stick,glycerin,False,france,mahal,0.6,0.24030287877705558,0.12716123843988741,0.39752311132109414
perfect makeup remover,laura mercier,makeup remover,occasional,61.71,3.7,1566,50ml,oily,male,jar,shea butter,False,italy,sedang,0.74,0.6306164726051862,0.1521913952553277,0.5896232208326214
magic setting spray,colourpop,setting spray,monthly,115.39,3.2,7609,100ml,sensitive,unisex,tube,hyaluronic acid,False,italy,mahal,0.64,0.24716051146510465,0.7596501809408926,0.5460781896277099
super foundation,bobby brown,foundation,daily,48.21,2.2,9686,30ml,oily,female,compact,retinol,True,south korea,murah,0.44000000000000006,0.7270519322808773,0.9684358665058304,0.6318027529854293
super cleanser,clinique,cleanser,daily,142.29,1.2,9602,100ml,combination,female,stick,glycerin,False,france,mahal,0.24,0.05500392885206096,0.9599919581825492,0.3284995702921282
